Info positions : [0 1 2 3 4 5 6 7]
Target Info positions : [0 1 2 3 4 5 6 7]
Frozen positions : []
embed dim : 64 
Batch size : 8192
Validation SNR : 3.0
Train SNR : 3.0
load training data? True
Number of heads : 1
Number of layers: 3
Positional encoding : static
Print frequency: 100
Num of steps: 200000
combinational training snr:  False
64
Training Model for 8,8 anew
Number of parameters : 149959
Did not find standard validation data
Need to save for: 1000
[0/200000] At 3 dB, Loss: 1.1135237, Train BER (3 dB) : 0.4675903, Valid BER: 0.4354706, Tgt BER: 0.4354706, Noiseless BER 0.4227905, Valid BLER : 0.9642334
[3100/200000] At 3 dB, Loss: 0.6092120, Train BER (3 dB) : 0.2032013, Valid BER: 0.1961060, Tgt BER: 0.1961060, Noiseless BER 0.0030518, Valid BLER : 0.4886475
[3200/200000] At 3 dB, Loss: 0.6225436, Train BER (3 dB) : 0.2082520, Valid BER: 0.1915894, Tgt BER: 0.1915894, Noiseless BER 0.0020599, Valid BLER : 0.4810791
[3300/200000] At 3 dB, Loss: 0.6120594, Train BER (3 dB) : 0.2036591, Valid BER: 0.1971283, Tgt BER: 0.1971283, Noiseless BER 0.0005188, Valid BLER : 0.4776611
[3400/200000] At 3 dB, Loss: 0.6039059, Train BER (3 dB) : 0.2001648, Valid BER: 0.1962433, Tgt BER: 0.1962433, Noiseless BER 0.0010376, Valid BLER : 0.4819336
[3500/200000] At 3 dB, Loss: 0.5962501, Train BER (3 dB) : 0.1979218, Valid BER: 0.1991119, Tgt BER: 0.1991119, Noiseless BER 0.0007172, Valid BLER : 0.4774170
[3600/200000] At 3 dB, Loss: 0.6108217, Train BER (3 dB) : 0.2025909, Valid BER: 0.1977844, Tgt BER: 0.1977844, Noiseless BER 0.0000000, Valid BLER : 0.4768066
[3700/200000] At 3 dB, Loss: 0.6134184, Train BER (3 dB) : 0.2038574, Valid BER: 0.1960602, Tgt BER: 0.1960602, Noiseless BER 0.0000000, Valid BLER : 0.4748535
[3800/200000] At 3 dB, Loss: 0.6140820, Train BER (3 dB) : 0.2034760, Valid BER: 0.1956329, Tgt BER: 0.1956329, Noiseless BER 0.0000000, Valid BLER : 0.4726562
[3900/200000] At 3 dB, Loss: 0.6148085, Train BER (3 dB) : 0.2045593, Valid BER: 0.1963654, Tgt BER: 0.1963654, Noiseless BER 0.0000000, Valid BLER : 0.4722900
[4000/200000] At 3 dB, Loss: 0.6155680, Train BER (3 dB) : 0.2049255, Valid BER: 0.1913300, Tgt BER: 0.1913300, Noiseless BER 0.0000000, Valid BLER : 0.4670410
[4100/200000] At 3 dB, Loss: 0.6128080, Train BER (3 dB) : 0.2039032, Valid BER: 0.1916046, Tgt BER: 0.1916046, Noiseless BER 0.0000000, Valid BLER : 0.4645996
[4200/200000] At 3 dB, Loss: 0.6101583, Train BER (3 dB) : 0.2032928, Valid BER: 0.1937408, Tgt BER: 0.1937408, Noiseless BER 0.0000000, Valid BLER : 0.4730225
[4300/200000] At 3 dB, Loss: 0.6134843, Train BER (3 dB) : 0.2031708, Valid BER: 0.2002869, Tgt BER: 0.2002869, Noiseless BER 0.0000000, Valid BLER : 0.4769287
[4400/200000] At 3 dB, Loss: 0.6031401, Train BER (3 dB) : 0.1992035, Valid BER: 0.1979523, Tgt BER: 0.1979523, Noiseless BER 0.0000000, Valid BLER : 0.4780273
[4500/200000] At 3 dB, Loss: 0.6054746, Train BER (3 dB) : 0.1997375, Valid BER: 0.1991119, Tgt BER: 0.1991119, Noiseless BER 0.0000000, Valid BLER : 0.4799805
[4600/200000] At 3 dB, Loss: 0.6106793, Train BER (3 dB) : 0.2020264, Valid BER: 0.1938171, Tgt BER: 0.1938171, Noiseless BER 0.0000000, Valid BLER : 0.4729004
[4700/200000] At 3 dB, Loss: 0.6083260, Train BER (3 dB) : 0.2022705, Valid BER: 0.1972656, Tgt BER: 0.1972656, Noiseless BER 0.0005798, Valid BLER : 0.4804688
[4800/200000] At 3 dB, Loss: 0.6089624, Train BER (3 dB) : 0.2022247, Valid BER: 0.1966400, Tgt BER: 0.1966400, Noiseless BER 0.0000000, Valid BLER : 0.4708252
[4900/200000] At 3 dB, Loss: 0.6065053, Train BER (3 dB) : 0.2007446, Valid BER: 0.1946564, Tgt BER: 0.1946564, Noiseless BER 0.0000000, Valid BLER : 0.4678955
[5000/200000] At 3 dB, Loss: 0.6150265, Train BER (3 dB) : 0.2052612, Valid BER: 0.1965942, Tgt BER: 0.1965942, Noiseless BER 0.0000000, Valid BLER : 0.4755859
[5100/200000] At 3 dB, Loss: 0.6040104, Train BER (3 dB) : 0.1992645, Valid BER: 0.1972656, Tgt BER: 0.1972656, Noiseless BER 0.0000000, Valid BLER : 0.4776611
[5200/200000] At 3 dB, Loss: 0.5912771, Train BER (3 dB) : 0.1944885, Valid BER: 0.2001953, Tgt BER: 0.2001953, Noiseless BER 0.0000000, Valid BLER : 0.4860840
[5300/200000] At 3 dB, Loss: 0.6115971, Train BER (3 dB) : 0.2025604, Valid BER: 0.1931610, Tgt BER: 0.1931610, Noiseless BER 0.0000000, Valid BLER : 0.4689941
[5400/200000] At 3 dB, Loss: 0.6194637, Train BER (3 dB) : 0.2064056, Valid BER: 0.2006378, Tgt BER: 0.2006378, Noiseless BER 0.0000000, Valid BLER : 0.4843750
[5500/200000] At 3 dB, Loss: 0.6058725, Train BER (3 dB) : 0.2001495, Valid BER: 0.1939545, Tgt BER: 0.1939545, Noiseless BER 0.0000000, Valid BLER : 0.4718018
[5600/200000] At 3 dB, Loss: 0.6084647, Train BER (3 dB) : 0.2014008, Valid BER: 0.1912384, Tgt BER: 0.1912384, Noiseless BER 0.0000000, Valid BLER : 0.4702148
[5700/200000] At 3 dB, Loss: 0.6142979, Train BER (3 dB) : 0.2034760, Valid BER: 0.1924591, Tgt BER: 0.1924591, Noiseless BER 0.0000000, Valid BLER : 0.4771729
[5800/200000] At 3 dB, Loss: 0.5998967, Train BER (3 dB) : 0.1980743, Valid BER: 0.1948547, Tgt BER: 0.1948547, Noiseless BER 0.0000000, Valid BLER : 0.4738770
[5900/200000] At 3 dB, Loss: 0.5956327, Train BER (3 dB) : 0.1964722, Valid BER: 0.1969299, Tgt BER: 0.1969299, Noiseless BER 0.0000000, Valid BLER : 0.4766846
[6000/200000] At 3 dB, Loss: 0.6049089, Train BER (3 dB) : 0.1994476, Valid BER: 0.1983948, Tgt BER: 0.1983948, Noiseless BER 0.0000000, Valid BLER : 0.4808350
[6100/200000] At 3 dB, Loss: 0.6157859, Train BER (3 dB) : 0.2049561, Valid BER: 0.1933136, Tgt BER: 0.1933136, Noiseless BER 0.0000000, Valid BLER : 0.4698486
[6200/200000] At 3 dB, Loss: 0.5815739, Train BER (3 dB) : 0.1903839, Valid BER: 0.1923065, Tgt BER: 0.1923065, Noiseless BER 0.0000000, Valid BLER : 0.4725342
[6300/200000] At 3 dB, Loss: 0.6070865, Train BER (3 dB) : 0.2004395, Valid BER: 0.1950684, Tgt BER: 0.1950684, Noiseless BER 0.0000000, Valid BLER : 0.4700928
[6400/200000] At 3 dB, Loss: 0.6045240, Train BER (3 dB) : 0.1994476, Valid BER: 0.1986389, Tgt BER: 0.1986389, Noiseless BER 0.0000000, Valid BLER : 0.4678955
[6500/200000] At 3 dB, Loss: 0.6062661, Train BER (3 dB) : 0.2001038, Valid BER: 0.1948700, Tgt BER: 0.1948700, Noiseless BER 0.0000000, Valid BLER : 0.4770508
[6600/200000] At 3 dB, Loss: 0.5994766, Train BER (3 dB) : 0.1984253, Valid BER: 0.1955719, Tgt BER: 0.1955719, Noiseless BER 0.0000000, Valid BLER : 0.4730225
[6700/200000] At 3 dB, Loss: 0.5891647, Train BER (3 dB) : 0.1942749, Valid BER: 0.1911011, Tgt BER: 0.1911011, Noiseless BER 0.0000000, Valid BLER : 0.4681396
[6800/200000] At 3 dB, Loss: 0.6011635, Train BER (3 dB) : 0.1973114, Valid BER: 0.1925354, Tgt BER: 0.1925354, Noiseless BER 0.0000000, Valid BLER : 0.4659424
[6900/200000] At 3 dB, Loss: 0.6056525, Train BER (3 dB) : 0.2004700, Valid BER: 0.1957245, Tgt BER: 0.1957245, Noiseless BER 0.0000000, Valid BLER : 0.4785156
[7000/200000] At 3 dB, Loss: 0.5978743, Train BER (3 dB) : 0.1969299, Valid BER: 0.2017212, Tgt BER: 0.2017212, Noiseless BER 0.0000000, Valid BLER : 0.4858398
[7100/200000] At 3 dB, Loss: 0.6049990, Train BER (3 dB) : 0.1997986, Valid BER: 0.1907806, Tgt BER: 0.1907806, Noiseless BER 0.0000000, Valid BLER : 0.4698486
[7200/200000] At 3 dB, Loss: 0.6034281, Train BER (3 dB) : 0.1992798, Valid BER: 0.1950531, Tgt BER: 0.1950531, Noiseless BER 0.0000000, Valid BLER : 0.4779053
[7300/200000] At 3 dB, Loss: 0.6095331, Train BER (3 dB) : 0.2004547, Valid BER: 0.1949921, Tgt BER: 0.1949921, Noiseless BER 0.0000000, Valid BLER : 0.4803467
[7400/200000] At 3 dB, Loss: 0.5927265, Train BER (3 dB) : 0.1948853, Valid BER: 0.1987457, Tgt BER: 0.1987457, Noiseless BER 0.0000000, Valid BLER : 0.4794922
[7500/200000] At 3 dB, Loss: 0.5924209, Train BER (3 dB) : 0.1945343, Valid BER: 0.1967468, Tgt BER: 0.1967468, Noiseless BER 0.0000000, Valid BLER : 0.4852295
[7600/200000] At 3 dB, Loss: 0.6031464, Train BER (3 dB) : 0.1990814, Valid BER: 0.1936188, Tgt BER: 0.1936188, Noiseless BER 0.0000000, Valid BLER : 0.4777832
[7700/200000] At 3 dB, Loss: 0.5970776, Train BER (3 dB) : 0.1971283, Valid BER: 0.1935272, Tgt BER: 0.1935272, Noiseless BER 0.0000000, Valid BLER : 0.4716797
[7800/200000] At 3 dB, Loss: 0.6041374, Train BER (3 dB) : 0.1992645, Valid BER: 0.1962738, Tgt BER: 0.1962738, Noiseless BER 0.0000000, Valid BLER : 0.4857178
[7900/200000] At 3 dB, Loss: 0.5950624, Train BER (3 dB) : 0.1959229, Valid BER: 0.1978455, Tgt BER: 0.1978455, Noiseless BER 0.0000000, Valid BLER : 0.4862061
[8000/200000] At 3 dB, Loss: 0.5880209, Train BER (3 dB) : 0.1932983, Valid BER: 0.1999512, Tgt BER: 0.1999512, Noiseless BER 0.0000000, Valid BLER : 0.4870605
[8100/200000] At 3 dB, Loss: 0.6016158, Train BER (3 dB) : 0.1986389, Valid BER: 0.1968079, Tgt BER: 0.1968079, Noiseless BER 0.0000000, Valid BLER : 0.4776611
[8200/200000] At 3 dB, Loss: 0.6057514, Train BER (3 dB) : 0.2004852, Valid BER: 0.1947021, Tgt BER: 0.1947021, Noiseless BER 0.0000000, Valid BLER : 0.4786377
[8300/200000] At 3 dB, Loss: 0.5983274, Train BER (3 dB) : 0.1965942, Valid BER: 0.1970215, Tgt BER: 0.1970215, Noiseless BER 0.0000000, Valid BLER : 0.4796143
[8400/200000] At 3 dB, Loss: 0.5988213, Train BER (3 dB) : 0.1980133, Valid BER: 0.2026672, Tgt BER: 0.2026672, Noiseless BER 0.0000000, Valid BLER : 0.4942627
[8500/200000] At 3 dB, Loss: 0.6030771, Train BER (3 dB) : 0.1992493, Valid BER: 0.1979523, Tgt BER: 0.1979523, Noiseless BER 0.0000000, Valid BLER : 0.4793701
[8600/200000] At 3 dB, Loss: 0.5975329, Train BER (3 dB) : 0.1973114, Valid BER: 0.1988068, Tgt BER: 0.1988068, Noiseless BER 0.0000000, Valid BLER : 0.4825439
[8700/200000] At 3 dB, Loss: 0.5983845, Train BER (3 dB) : 0.1972961, Valid BER: 0.1934052, Tgt BER: 0.1934052, Noiseless BER 0.0000000, Valid BLER : 0.4738770
[8800/200000] At 3 dB, Loss: 0.6014577, Train BER (3 dB) : 0.1980133, Valid BER: 0.1932220, Tgt BER: 0.1932220, Noiseless BER 0.0000000, Valid BLER : 0.4738770
[8900/200000] At 3 dB, Loss: 0.5949262, Train BER (3 dB) : 0.1953278, Valid BER: 0.1912842, Tgt BER: 0.1912842, Noiseless BER 0.0000000, Valid BLER : 0.4682617
[9000/200000] At 3 dB, Loss: 0.5949069, Train BER (3 dB) : 0.1962128, Valid BER: 0.1959686, Tgt BER: 0.1959686, Noiseless BER 0.0000000, Valid BLER : 0.4793701
[9100/200000] At 3 dB, Loss: 0.5764250, Train BER (3 dB) : 0.1883240, Valid BER: 0.1998444, Tgt BER: 0.1998444, Noiseless BER 0.0000000, Valid BLER : 0.4754639
[9200/200000] At 3 dB, Loss: 0.5846252, Train BER (3 dB) : 0.1922607, Valid BER: 0.1998444, Tgt BER: 0.1998444, Noiseless BER 0.0000000, Valid BLER : 0.4844971
[9300/200000] At 3 dB, Loss: 0.5971406, Train BER (3 dB) : 0.1965790, Valid BER: 0.1954041, Tgt BER: 0.1954041, Noiseless BER 0.0000000, Valid BLER : 0.4742432
[9400/200000] At 3 dB, Loss: 0.5958017, Train BER (3 dB) : 0.1960144, Valid BER: 0.1943512, Tgt BER: 0.1943512, Noiseless BER 0.0000000, Valid BLER : 0.4859619
[9500/200000] At 3 dB, Loss: 0.6050978, Train BER (3 dB) : 0.1999359, Valid BER: 0.1969299, Tgt BER: 0.1969299, Noiseless BER 0.0000000, Valid BLER : 0.4815674
[9600/200000] At 3 dB, Loss: 0.5954744, Train BER (3 dB) : 0.1961212, Valid BER: 0.1931000, Tgt BER: 0.1931000, Noiseless BER 0.0000000, Valid BLER : 0.4781494
[9700/200000] At 3 dB, Loss: 0.5959980, Train BER (3 dB) : 0.1957550, Valid BER: 0.1904602, Tgt BER: 0.1904602, Noiseless BER 0.0000000, Valid BLER : 0.4699707
[9800/200000] At 3 dB, Loss: 0.5937074, Train BER (3 dB) : 0.1947174, Valid BER: 0.1967163, Tgt BER: 0.1967163, Noiseless BER 0.0000000, Valid BLER : 0.4792480
[9900/200000] At 3 dB, Loss: 0.5794133, Train BER (3 dB) : 0.1892395, Valid BER: 0.1970520, Tgt BER: 0.1970520, Noiseless BER 0.0000000, Valid BLER : 0.4718018
[10000/200000] At 3 dB, Loss: 0.5942067, Train BER (3 dB) : 0.1959686, Valid BER: 0.1933594, Tgt BER: 0.1933594, Noiseless BER 0.0000000, Valid BLER : 0.4696045
[10100/200000] At 3 dB, Loss: 0.6031934, Train BER (3 dB) : 0.1988373, Valid BER: 0.1999207, Tgt BER: 0.1999207, Noiseless BER 0.0000000, Valid BLER : 0.4818115
[10200/200000] At 3 dB, Loss: 0.6216315, Train BER (3 dB) : 0.2064209, Valid BER: 0.1965027, Tgt BER: 0.1965027, Noiseless BER 0.0000000, Valid BLER : 0.4804688
[10300/200000] At 3 dB, Loss: 0.6024579, Train BER (3 dB) : 0.1978455, Valid BER: 0.1959991, Tgt BER: 0.1959991, Noiseless BER 0.0000000, Valid BLER : 0.4794922
[10400/200000] At 3 dB, Loss: 0.5908391, Train BER (3 dB) : 0.1923065, Valid BER: 0.1999207, Tgt BER: 0.1999207, Noiseless BER 0.0000000, Valid BLER : 0.4851074
[10500/200000] At 3 dB, Loss: 0.5955930, Train BER (3 dB) : 0.1961975, Valid BER: 0.1936951, Tgt BER: 0.1936951, Noiseless BER 0.0000000, Valid BLER : 0.4681396
[10600/200000] At 3 dB, Loss: 0.5847505, Train BER (3 dB) : 0.1913147, Valid BER: 0.1956787, Tgt BER: 0.1956787, Noiseless BER 0.0000000, Valid BLER : 0.4787598
[10700/200000] At 3 dB, Loss: 0.5840124, Train BER (3 dB) : 0.1919708, Valid BER: 0.1931915, Tgt BER: 0.1931915, Noiseless BER 0.0000000, Valid BLER : 0.4737549
[10800/200000] At 3 dB, Loss: 0.5931565, Train BER (3 dB) : 0.1953888, Valid BER: 0.1927185, Tgt BER: 0.1927185, Noiseless BER 0.0000000, Valid BLER : 0.4737549
[10900/200000] At 3 dB, Loss: 0.5964231, Train BER (3 dB) : 0.1960297, Valid BER: 0.1919403, Tgt BER: 0.1919403, Noiseless BER 0.0000000, Valid BLER : 0.4724121
[11000/200000] At 3 dB, Loss: 0.5999266, Train BER (3 dB) : 0.1975861, Valid BER: 0.1888275, Tgt BER: 0.1888275, Noiseless BER 0.0000000, Valid BLER : 0.4664307
[11100/200000] At 3 dB, Loss: 0.6046563, Train BER (3 dB) : 0.1993256, Valid BER: 0.1993103, Tgt BER: 0.1993103, Noiseless BER 0.0000000, Valid BLER : 0.4860840
[11200/200000] At 3 dB, Loss: 0.5995574, Train BER (3 dB) : 0.1971588, Valid BER: 0.1937561, Tgt BER: 0.1937561, Noiseless BER 0.0000000, Valid BLER : 0.4726562
[11300/200000] At 3 dB, Loss: 0.5885866, Train BER (3 dB) : 0.1940002, Valid BER: 0.1934967, Tgt BER: 0.1934967, Noiseless BER 0.0000000, Valid BLER : 0.4732666
[11400/200000] At 3 dB, Loss: 0.6049616, Train BER (3 dB) : 0.2005463, Valid BER: 0.1932678, Tgt BER: 0.1932678, Noiseless BER 0.0000000, Valid BLER : 0.4736328
[11500/200000] At 3 dB, Loss: 0.5876973, Train BER (3 dB) : 0.1931610, Valid BER: 0.1943512, Tgt BER: 0.1943512, Noiseless BER 0.0000000, Valid BLER : 0.4749756
[11600/200000] At 3 dB, Loss: 0.5907033, Train BER (3 dB) : 0.1940155, Valid BER: 0.2016907, Tgt BER: 0.2016907, Noiseless BER 0.0000000, Valid BLER : 0.4868164
[11700/200000] At 3 dB, Loss: 0.6017866, Train BER (3 dB) : 0.1995392, Valid BER: 0.1963348, Tgt BER: 0.1963348, Noiseless BER 0.0000000, Valid BLER : 0.4799805
[11800/200000] At 3 dB, Loss: 0.5965350, Train BER (3 dB) : 0.1961212, Valid BER: 0.2006073, Tgt BER: 0.2006073, Noiseless BER 0.0000000, Valid BLER : 0.4909668
[11900/200000] At 3 dB, Loss: 0.6007789, Train BER (3 dB) : 0.1976776, Valid BER: 0.1931458, Tgt BER: 0.1931458, Noiseless BER 0.0000000, Valid BLER : 0.4689941
[12000/200000] At 3 dB, Loss: 0.6119084, Train BER (3 dB) : 0.2019806, Valid BER: 0.1958160, Tgt BER: 0.1958160, Noiseless BER 0.0000000, Valid BLER : 0.4791260
[12100/200000] At 3 dB, Loss: 0.6015369, Train BER (3 dB) : 0.1992340, Valid BER: 0.2034454, Tgt BER: 0.2034454, Noiseless BER 0.0000000, Valid BLER : 0.4895020
[12200/200000] At 3 dB, Loss: 0.5930616, Train BER (3 dB) : 0.1951752, Valid BER: 0.1978455, Tgt BER: 0.1978455, Noiseless BER 0.0000000, Valid BLER : 0.4796143
[12300/200000] At 3 dB, Loss: 0.6051309, Train BER (3 dB) : 0.1999207, Valid BER: 0.1977844, Tgt BER: 0.1977844, Noiseless BER 0.0000000, Valid BLER : 0.4768066
[12400/200000] At 3 dB, Loss: 0.6014183, Train BER (3 dB) : 0.1979370, Valid BER: 0.1969757, Tgt BER: 0.1969757, Noiseless BER 0.0000000, Valid BLER : 0.4770508
[12500/200000] At 3 dB, Loss: 0.5977613, Train BER (3 dB) : 0.1971283, Valid BER: 0.2005920, Tgt BER: 0.2005920, Noiseless BER 0.0000000, Valid BLER : 0.4813232
[12600/200000] At 3 dB, Loss: 0.5970480, Train BER (3 dB) : 0.1960297, Valid BER: 0.1933441, Tgt BER: 0.1933441, Noiseless BER 0.0000000, Valid BLER : 0.4742432
[12700/200000] At 3 dB, Loss: 0.5929259, Train BER (3 dB) : 0.1959839, Valid BER: 0.1951904, Tgt BER: 0.1951904, Noiseless BER 0.0000000, Valid BLER : 0.4774170
[12800/200000] At 3 dB, Loss: 0.5980497, Train BER (3 dB) : 0.1972809, Valid BER: 0.1947174, Tgt BER: 0.1947174, Noiseless BER 0.0000000, Valid BLER : 0.4689941
[12900/200000] At 3 dB, Loss: 0.5971422, Train BER (3 dB) : 0.1961517, Valid BER: 0.1938477, Tgt BER: 0.1938477, Noiseless BER 0.0000000, Valid BLER : 0.4766846
[13000/200000] At 3 dB, Loss: 0.6011931, Train BER (3 dB) : 0.1991425, Valid BER: 0.1964874, Tgt BER: 0.1964874, Noiseless BER 0.0000000, Valid BLER : 0.4829102
[13100/200000] At 3 dB, Loss: 0.6024525, Train BER (3 dB) : 0.1991272, Valid BER: 0.1958466, Tgt BER: 0.1958466, Noiseless BER 0.0000000, Valid BLER : 0.4738770
[13200/200000] At 3 dB, Loss: 0.5972325, Train BER (3 dB) : 0.1973419, Valid BER: 0.1973114, Tgt BER: 0.1973114, Noiseless BER 0.0000000, Valid BLER : 0.4815674
[13300/200000] At 3 dB, Loss: 0.6039168, Train BER (3 dB) : 0.1990509, Valid BER: 0.1929626, Tgt BER: 0.1929626, Noiseless BER 0.0000000, Valid BLER : 0.4737549
[13400/200000] At 3 dB, Loss: 0.5855743, Train BER (3 dB) : 0.1923828, Valid BER: 0.1955872, Tgt BER: 0.1955872, Noiseless BER 0.0000000, Valid BLER : 0.4831543
[13500/200000] At 3 dB, Loss: 0.5836926, Train BER (3 dB) : 0.1913605, Valid BER: 0.1928711, Tgt BER: 0.1928711, Noiseless BER 0.0000000, Valid BLER : 0.4769287
[13600/200000] At 3 dB, Loss: 0.5963093, Train BER (3 dB) : 0.1968689, Valid BER: 0.1966248, Tgt BER: 0.1966248, Noiseless BER 0.0000000, Valid BLER : 0.4801025
